순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,성별,연령,지역
1,불편한 편의점 :김호연 장편소설 ,지은이: 김호연,나무옆의자,2021,,9791161571188,3810,813.7,171,여자,60세 이상,부산
2,파친코 :이민진 장편소설,이민진 지음 ;이미정 옮김,문학사상,2018,1,9788970129815,4840,843.6,120,여자,60세 이상,부산
3,파친코 :이민진 장편소설,이민진 지음 ;이미정 옮김,문학사상,2018,2,9788970129822,4840,843.6,119,여자,60세 이상,부산
4,순례 주택 :유은실 소설 ,지은이: 유은실,비룡소,2021,,9788949123493,44800,813.7,100,여자,60세 이상,부산
5,이어령의 마지막 수업 ,김지수 지음,열림원,2021,,9791170400523,3100,199.1,79,여자,60세 이상,부산
6,작별하지 않는다 :한강 장편소설 ,지은이: 한강,문학동네,2021,,9788954682152,3810,813.62,74,여자,60세 이상,부산
7,완전한 행복 :정유정 장편소설 ,지은이: 정유정,은행나무,2021,,9791167370280,3810,813.7,72,여자,60세 이상,부산
8,작별인사 :김영하 장편소설 ,지은이: 김영하,복복서가,2022,,9791191114225,3810,813.62,66,여자,60세 이상,부산
9,모두 웃는 장례식 :홍민정 장편동화 ,지은이: 홍민정 ;그린이: 오윤화,별숲,2021,,9791191204063,74800,813.7,62,여자,60세 이상,부산
10,우리가 인생이라 부르는 것들 - 자기 삶의 언어를 찾는 열네 번의 시 강의,정재찬 지음,인플루엔셜,2020,,9791189995539,3810,811.6209,55,여자,60세 이상,부산
10,백년허리 :백년 동안 간직할 허리 사용설명서 ,저자: 정선근,언탱글링,2021,2,9791197437311,3510,514.325,55,여자,60세 이상,부산
12,장미의 이름은 장미 :은희경 연작소설 ,지은이: 은희경,문학동네,2022,,9788954684736,3810,813.62,52,여자,60세 이상,부산
13,아버지에게 갔었어 :신경숙 장편소설 ,지은이: 신경숙,창비,2021,,9788936434465,3810,813.62,51,여자,60세 이상,부산
13,천년의 질문 :조정래 장편소설 ,저자: 조정래,해냄,2019,1,9788965746829,4810,813.62,51,여자,60세 이상,부산
15,아몬드손원평 장편소설,손원평,창비,2017,,9788936434267,3810,813.7,50,여자,60세 이상,부산
16,내가 틀릴 수도 있습니다 =숲속의 현자가 전하는 마지막 인생수업 /I may be wrong ,비욘 나티코 린데블라드 지음 ;박미경 옮김,다산북스,2022,,9791130689890,3100,220.4,48,여자,60세 이상,부산
17,풀꽃도 꽃이다 :조정래 장편소설,지은이: 조정래,해냄,2016,1,9788965745617,4810,813.62,47,여자,60세 이상,부산
18,눈물 한 방울 :2019-2022 ,이어령 지음,김영사,2022,,9788934961574,3800,818,46,여자,60세 이상,부산
18,똑똑하게 생존하기 :거짓과 기만 속에서 살아가는 현대인을 위한 헛소리 까발리기의 기술 ,"칼 벅스트롬,박선령 옮김",로크미디어,2021,,9791135496851,3190,139,46,여자,60세 이상,부산
18,조인계획 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2022,,9791167900869,3830,833.6,46,여자,60세 이상,부산
18,코코지니의 친절한 원피스 교실 :재봉틀로 만들 수 있는 원피스의 모든 것 ,지은이: 유진희 ;사진: 방문수,비전비엔피,2021,,9791188053858,13590,592.352,46,여자,60세 이상,부산
22,망원동 브라더스 :김호연 장편소설 ,지은이: 김호연,나무옆의자,2013,,9788997962129,3810,813.7,45,여자,60세 이상,부산
23,여행의 이유 :김영하 산문 ,지은이: 김영하,문학동네,2019,,9788954655972,3810,816.62,44,여자,60세 이상,부산
23,여행하는 인간 =정신과의사 문요한이 전하는 여행의 심리학 /Homo viator ,문요한 지음,해냄,2016,,9788965745570,3180,180.4,44,여자,60세 이상,부산
23,천년의 질문 :조정래 장편소설 ,저자: 조정래,해냄,2019,2,9788965746836,4810,813.62,44,여자,60세 이상,부산
23,천년의 질문 :조정래 장편소설 ,저자: 조정래,해냄,2019,3,9788965746843,4810,813.62,44,여자,60세 이상,부산
27,꽃샘바람에 흔들린다면 너는 꽃 :류시화 시집 ,지은이: 류시화,수오서재,2022,,9791190382618,3810,811.62,43,여자,60세 이상,부산
27,백조와 박쥐 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2021,,9791190885928,3830,833.6,43,여자,60세 이상,부산
29,그러라 그래 :양희은 에세이 ,지은이: 양희은,김영사,2021,,9788934984979,3810,818,41,여자,60세 이상,부산
29,저만치 혼자서 :김훈 소설 ,지은이: 김훈,문학동네,2022,,9788954686921,3810,813.62,41,여자,60세 이상,부산
29,토지 :박경리 대하소설,지은이: 박경리,마로니에북스,2012,1,9788960532410,4810,813.6,41,여자,60세 이상,부산
32,허상의 어릿광대,"히가시노 게이고 (지은이), 김난주 (옮긴이)",재인,2021,,9788990982940,,,40,여자,60세 이상,부산
33,"사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문 ",지은이: 유발 하라리 ;옮긴이: 조현욱,김영사,2015,,9788934972464,3900,909,39,여자,60세 이상,부산
33,달러구트 꿈 백화점 :이미예 장편소설,지은이: 이미예,팩토리나인,2021,2,9791165343729,3810,813.7,39,여자,60세 이상,부산
35,밝은 밤 :최은영 장편소설 ,지은이: 최은영,문학동네,2021,,9788954681179,3810,813.7,38,여자,60세 이상,부산
35,아직 오지 않은 날들을 위하여 :세계적 지성이 전하는 나이듦의 새로운 태도 ,파스칼 브뤼크네르 지음 ;이세진 옮김,인플루엔셜,2021,,9791168340039,3100,199.7,38,여자,60세 이상,부산
37,나는 죽을 때까지 재미있게 살고싶다 :멋지게 나이 들고 싶은 사람들을 위한 인생의 기술 53 ,이근후 지음 ;김선경 엮음,웅진씽크빅,2013,,9788901154091,3810,199.7,37,여자,60세 이상,부산
37,꽃잎 한 장처럼 :오늘을 살아가는 당신을 위한 이해인 수녀의 시 편지 ,지은이: 이해인,샘터(샘터사),2022,,9788946422056,3810,811.62,37,여자,60세 이상,부산
37,날마다 만우절 :윤성희 소설 ,지은이: 윤성희,문학동네,2021,,9788954680691,3810,813.7,37,여자,60세 이상,부산
37,토지 :박경리 대하소설,지은이: 박경리,마로니에북스,2012,2,9788960532427,4810,813.6,37,여자,60세 이상,부산
37,박완서의 말 :소박한 개인주의자의 인터뷰 ,지은이: 박완서 ;[엮음: 호원숙],마음산책,2018,,9788960905399,3810,815,37,여자,60세 이상,부산
37,풀꽃도 꽃이다 :조정래 장편소설,지은이: 조정래,해냄,2016,2,9788965745624,4810,813.62,37,여자,60세 이상,부산
37,김형석의 인생문답 :100명의 질문에 100년의 지혜로 답하다 ,지은이: 김형석,교학사,2022,,9791188632039,3190,199.1,37,여자,60세 이상,부산
37,늙는다는 착각 :하버드 심리학 거장이 전하는 건강하고 지혜롭게 사는 법 ,엘렌 랭어 지음 ;변용란 옮김,유노콘텐츠그룹,2022,,9791190826976,3180,183.7,37,여자,60세 이상,부산
37,부서진 여름 :이정명 장편소설 ,지은이: 이정명,은행나무,2021,,9791191071573,3810,813.7,37,여자,60세 이상,부산
37,"어서오세요, 휴남동 서점입니다 :황보름 장편소설 ",지은이: 황보름,클레이하우스,2022,,9791197377143,3810,813.7,37,여자,60세 이상,부산
47,기나긴 하루 :박완서 소설 ,박완서 지음,문학동네,2012,,9788954617383,3810,813.62,36,여자,60세 이상,부산
47,비밀 ,히가시노 게이고 지음 ;양윤옥 옮김,소미미디어,2021,,9791138400428,3830,833.6,36,여자,60세 이상,부산
47,그리움은 아무에게나 생기지 않습니다 ,박근혜 저,가로세로연구소,2021,,9791196661984,3300,340.4,36,여자,60세 이상,부산
50,오직 두 사람 :김영하 소설 ,지은이: 김영하,문학동네,2017,,9788954645614,3810,813.62,35,여자,60세 이상,부산
