순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,성별,연령,지역
1,오십에 읽는 논어 :굽이치는 인생을 다잡아 주는 공자의 말 ,최종엽 지음,유노북스,2021,,9791190826839,3140,148.3,49,남자,50대,대전
2,(박병창의 돈을 부르는) 매매의 기술 ,박병창 지음,콘텐츠그룹 포레스트,2021,,9791191347180,3320,327.856,34,남자,50대,대전
3,투자의 본질 =The essentials of investment ,박세익 지음,위너스북,2021,,9791189352424,13320,327.856,33,남자,50대,대전
4,"사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문 ",지은이: 유발 하라리 ;옮긴이: 조현욱,김영사,2015,,9788934972464,3900,909,32,남자,50대,대전
4,시대의 1등주를 찾아라 :1등 펀드매니저처럼 생각하고 투자하는 법 ,이한영 지음,Page2(페이지2북스),2021,,9791190977371,3320,327.856,32,남자,50대,대전
6,부의 추월차선 :부자들이 말해 주지 않는 진정한 부를 얻는 방법 ,엠제이 드마코 지음 ;신소영 옮김,북새통,2013,,9788994702346,13320,327.04,30,남자,50대,대전
7,"총, 균, 쇠 :무기, 병균, 금속 은 인류 의 운명 을 어떻게 바꿨는가 ",재레드 다이아몬드 지음 ;김진준 옮김,문학사상,2012,,9788970127248,3900,389,29,남자,50대,대전
7,주린이가 가장 알고 싶은 최다질문 top 77 :'염블리' 염승환과 함께라면 주식이 쉽고 재미있다 ,염승환 지음,원앤원콘텐츠그룹,2021,,9791160023176,3320,327.856,29,남자,50대,대전
9,압축 고전 60권 :'책알못'들을 위한 최소한의 교양 수업 ,토마스 아키나리 지음 ;오민혜 옮김,RHK(알에이치코리아),2021,,9788925579634,3100,104,27,남자,50대,대전
9,부의 시그널 :오늘의 선택이 미래의 부를 결정한다 ,박종훈 지음,베가북스,2021,,9791190242899,3320,325.2113,27,남자,50대,대전
9,백년운동 :척추·관절 아프지 않게 100세까지 운동하는 방법 ,저자: 정선근,아티잔,2019,,9791196834005,3470,517.32,27,남자,50대,대전
12,주식시장은 어떻게 반복되는가 :역사에서 배우는 켄 피셔의 백전불태 투자 전략 ,"켄 피셔,백우진 옮김",에프엔미디어,2019,,9791188754168,3320,327.856,26,남자,50대,대전
12,전념 :나와 세상을 바꾸는 힘에 관하여 ,피트 데이비스 지음 ;신유희 옮김,상상스퀘어,2022,,9791197549335,3300,199.1,26,남자,50대,대전
14,허상의 어릿광대,"히가시노 게이고 (지은이), 김난주 (옮긴이)",재인,2021,,9788990982940,,,25,남자,50대,대전
14,돈의 속성 :최상위 부자가 말하는 돈에 대한 모든 것 ,지은이: 김승호,Snowfox(스노우폭스북스),2020,,9791188331796,3320,327.04,25,남자,50대,대전
14,(강방천&존리와 함께하는) 나의 첫 주식 교과서 :기본부터 제대로 배우는 평생 투자의 원칙 ,"지은이: 강방천,일러스트: 정민영",Page2(페이지2북스),2021,,9791190977326,3320,327.856,25,남자,50대,대전
17,"일어날 일은 일어난다 :양자역학, 창발하는 우주, 생명, 의미 ",박권 지음,동아시아,2021,,9788962623925,3400,420.13,24,남자,50대,대전
17,"지리의 힘 :지리는 어떻게 개인의 운명을, 세계사를, 세계 경제를 좌우하는가 ",지은이: 팀 마샬 ;옮긴이: 김미선,사이,2016,,9788993178692,3300,340.98,24,남자,50대,대전
