순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,성별,연령,지역
1,소년이 온다 :한강 장편소설 ,지은이: 한강,창비,2014,,9788936434120,3810,813.62,24,남자,청소년(14~19세),광주
2,나미야 잡화점의 기적 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2012,,9788972756194,3830,833.6,18,남자,청소년(14~19세),광주
3,아몬드 :손원평 장편소설 ,지은이: 손원평,창비,2017,,9788936456788,43810,813.7,17,남자,청소년(14~19세),광주
4,돌이킬 수 없는 약속 :야쿠마루 가쿠 장편소설 ,저자: 야쿠마루 가쿠 ;옮긴이: 김성미,Book plaza(북플라자),2017,,9788998274795,3830,833.6,16,남자,청소년(14~19세),광주
4,(만화로 배우는) 공룡의 생태 ,김도윤 글·그림,한빛비즈,2019,,9791157843404,3400,457.279,16,남자,청소년(14~19세),광주
6,이기적 유전자 :진화론의 새로운 패러다임 ,리처드 도킨스 지음 ;이상임 옮김,을유문화사,2010,,9788932471631,3470,491.51,15,남자,청소년(14~19세),광주
6,돈으로 살 수 없는 것들 :무엇이 가치를 결정하는가 ,지은이: 마이클 샌델 ;옮긴이: 안기순,미래엔,2012,,9788937833663,3330,193,15,남자,청소년(14~19세),광주
6,펜트하우스 :김순옥 대본집,지은이: 김순옥,넥서스,2021,4,9791166830990,14680,812.68,15,남자,청소년(14~19세),광주
9,정의란 무엇인가 ,저자: 마이클 샌델 ;역자: 이창신,김영사,2010,,9788934939603,3330,193,14,남자,청소년(14~19세),광주
9,더 위험한 과학책 :지구인이라면 반드시 봐야 할 허를 찌르는 일상 속 과학 원리들 ,랜들 먼로 지음 ;이강환 옮김,시공사,2020,,9788952751546,3400,400,14,남자,청소년(14~19세),광주
9,위험한 과학책 :지구 생활자들의 엉뚱한 질문에 대한 과학적 답변 ,랜들 먼로 지음 ;이지연 옮김,시공사,2015,,9788952773326,3400,400,14,남자,청소년(14~19세),광주
9,독고솜에게 반하면 - 제10회 문학동네청소년문학상 대상 수상작,허진희 (지은이),문학동네,2020,,9788954670302,,813.7,14,남자,청소년(14~19세),광주
9,드래곤 라자 =이영도 판타지 장편소설.Dragon raja ,이영도,황금가지,2008,3,9788960172609,4810,813.6,14,남자,청소년(14~19세),광주
9,이토록 공부가 재미있어지는 순간 :공부에 지친 청소년들을 위한 힐링 에세이 ,박성혁 지음,다산북스,2015,,9791130604626,13370,373,14,남자,청소년(14~19세),광주
9,(만화로 배우는) 곤충의 진화 ,김도윤 글·그림,한빛비즈,2018,,9791157842940,3400,495.2,14,남자,청소년(14~19세),광주
9,"오늘 밤, 세계에서 이 사랑이 사라진다 해도 ",이치조 미사키 지음 ;권영주 옮김,바이포엠,2021,,9791191043297,3830,833.6,14,남자,청소년(14~19세),광주
17,개미 :베르나르 베르베르 장편소설,지은이: 베르나르 베르베르 ;옮긴이: 이세욱,열린책들,2001,1,9788932903507,4860,863,13,남자,청소년(14~19세),광주
17,팩트풀니스 :우리가 세상을 오해하는 10가지 이유와 세상이 생각보다 괜찮은 이유 ,"지은이: 한스 로슬링,옮긴이: 이창신",김영사,2019,,9788934985068,3300,331.1,13,남자,청소년(14~19세),광주
17,미적분으로 바라본 하루 :일상 속 어디에나 있는 수학 찾기 ,오스카 E. 페르난데스 지음 ;김수환 옮김,프리렉,2015,,9788965400912,93400,414.1,13,남자,청소년(14~19세),광주
17,난장이가 쏘아올린 작은 공:조세희 소설집,조세희,이성과 힘,2000,,9788995151204,3810,813.6,13,남자,청소년(14~19세),광주
17,나는 유튜브 크리에이터를 꿈꾼다 ,샌드박스 네트워크 지음,위즈덤하우스 미디어그룹,2018,,9791162207451,3320,321.55,13,남자,청소년(14~19세),광주
17,루팡의 딸 =Daughter of Lupin,저자: 요코제키 다이 ;옮긴이: 권하영,Book Plaza(북플라자),2021,2,9791190157346,3830,833.6,13,남자,청소년(14~19세),광주
17,미드나잇 라이브러리 ,매트 헤이그 지음 ;노진선 옮김,인플루엔셜,2021,,9791191056556,3840,843.6,13,남자,청소년(14~19세),광주
17,행복의 나락 ,지은이: F. 스콧 피츠제럴드 ;옮긴이: 조이스 박,녹색광선,2021,,9791196554842,3840,843.5,13,남자,청소년(14~19세),광주
25,플로리다 :로런 그로프 소설 ,지은이: 로런 그로프 ;옮긴이: 정연희,문학동네,2020,,9788954671415,3840,843.6,12,남자,청소년(14~19세),광주
25,코스모스 :특별판 ,칼 세이건 지음 ;홍승수 옮김,사이언스북스,2006,,9788983711892,3400,443.1,12,남자,청소년(14~19세),광주
25,죽은 시인의 사회,톰 슐만 지음;한은주 옮김,서교출판사,2003,,9788988027400,3840,843,12,남자,청소년(14~19세),광주
25,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,12,9791164063956,74830,833.6,12,남자,청소년(14~19세),광주
25,미적분의 쓸모 :미래를 예측하는 새로운 언어 ,한화택 지음,길벗,2021,,9791165215491,3410,414,12,남자,청소년(14~19세),광주
25,너를 영어1등급으로 만들어주마 - 당신도 늦지 않았다! 수능 50일 전 내가 발견한 비밀,서림,메리포핀스,2018,,9791196427306,,,12,남자,청소년(14~19세),광주
31,그 해 우리는 =이나은 대본집 /Our beloved summer ,지은이: 이나은,김영사,2022,1,9788934952312,4810,812.68,11,남자,청소년(14~19세),광주
31,그 해 우리는 =이나은 대본집 /Our beloved summer ,지은이: 이나은,김영사,2022,2,9788934952329,4810,812.68,11,남자,청소년(14~19세),광주
31,시간을 파는 상점 :김선영 장편소설 ,지은이: 김선영,자음과모음,2012,,9788954427173,43810,813.7,11,남자,청소년(14~19세),광주
31,세계를 건너 너에게 갈게 :이꽃님 장편소설 ,글쓴이: 이꽃님,문학동네,2018,,9788954650212,3810,813.7,11,남자,청소년(14~19세),광주
31,7년의 밤 :정유정 장편소설 ,지은이: 정유정,은행나무,2011,,9788956604992,3810,813.7,11,남자,청소년(14~19세),광주
31,28 :정유정 장편소설 ,지은이: 정유정,은행나무,2013,,9788956607030,3810,813.7,11,남자,청소년(14~19세),광주
31,드래곤 라자 =이영도 판타지 장편소설.Dragon raja ,이영도,황금가지,2008,2,9788960172593,4810,813.6,11,남자,청소년(14~19세),광주
31,아픔이 길이 되려면 :정의로운 건강을 찾아 질병의 사회적 책임을 묻다 ,김승섭 지음,동아시아,2017,,9788962621952,3330,334,11,남자,청소년(14~19세),광주
31,로봇 중독 :김소연·임어진·정명섭 소설집 ,"지은이: 김소연,정명섭",별숲,2018,,9788997798582,44810,813.7,11,남자,청소년(14~19세),광주
31,봉제인형 살인사건 :다니엘 콜 장편소설 ,저자: 다니엘 콜 ;옮긴이: 유혜인,Book plaza(북플라자),2017,,9788998274931,3840,843.6,11,남자,청소년(14~19세),광주
31,운명을 바꾸는 노트의 힘 :적는 대로 이루어진다 ,홍현수 지음,북포스,2017,,9791158150136,3190,325.211,11,남자,청소년(14~19세),광주
31,공정하다는 착각 :능력주의는 모두에게 같은 기회를 제공하는가 ,마이클 샌델 지음 ;함규진 옮김,미래엔,2020,,9791164136452,3300,332.6,11,남자,청소년(14~19세),광주
31,우리가 빛의 속도로 갈 수 없다면 :김초엽 소설 ,지은이: 김초엽,허블,2019,,9791190090018,3810,813.7,11,남자,청소년(14~19세),광주
31,죽이고 싶은 아이 :이꽃님 장편소설 ,지은이: 이꽃님,우리학교,2021,,9791190337755,43810,813.7,11,남자,청소년(14~19세),광주
31,회색 인간 ,지은이: 김동식,요다,2017,,9791196222628,4810,813.7,11,남자,청소년(14~19세),광주
46,미스터 션샤인 =드라마 원작소설 /Mr. Sunshine ,극본: 김은숙 ;소설 스토리컬쳐: 김수연,RHK(알에이치코리아),2018,2,9788925564692,4810,813.7,10,남자,청소년(14~19세),광주
46,페인트 :이희영 장편소설 ,지은이: 이희영,창비,2019,,9788936456894,43810,813.7,10,남자,청소년(14~19세),광주
46,파우스트,요한 볼프강 폰 괴테 지음;정서웅 옮김,민음사,1999,21,9788937460210,4850,852,10,남자,청소년(14~19세),광주
46,데미안 ,지은이: 헤르만 헤세 ;옮긴이: 전영애,민음사,2000,44,9788937460449,4850,853,10,남자,청소년(14~19세),광주
46,너는 기억 못하겠지만 :후지마루 장편소설 ,지은이: 후지마루 ;옮긴이: 김은모,Arte(북이십일 아르테),2019,,9788950978976,3830,833.6,10,남자,청소년(14~19세),광주
46,살인자의 기억법 :김영하 장편소설 ,지은이: 김영하,문학동네,2013,,9788954622035,3810,813.62,10,남자,청소년(14~19세),광주
46,체리새우 :황영미 장편소설 ,지은이: 황영미,문학동네,2019,,9788954654753,3810,813.7,10,남자,청소년(14~19세),광주
